TimeStamp,Confidence,NOSE_X,NOSE_Y,LEFT_EYE_X,LEFT_EYE_Y,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y
1652878077706,0.6493488,0.31757277,0.22304016,0.32118183,0.1992734,0.32118183,0.20266864,0.36088106,0.18569238,0.35005403,0.18908764,0.3969713,0.2603879,0.40058038,0.2569926,0.38253525,0.40298834,0.3933623,0.3995931,0.3320089,0.5048458,0.3356179,0.49805537,0.38975328,0.47768384,0.38975328,0.4844743,0.38253525,0.6542368,0.3933623,0.6440511,0.40058038,0.834185,0.41140744,0.7832563
1652878077819,0.6439179,0.3293647,0.23637494,0.33299604,0.21246134,0.3293647,0.21587755,0.38020325,0.20562887,0.36930928,0.20562887,0.40562248,0.2773697,0.40925387,0.2773697,0.39109722,0.41401884,0.39835986,0.41401884,0.34388998,0.50967336,0.36930928,0.50625706,0.40562248,0.5028408,0.40562248,0.49600837,0.3947285,0.6668198,0.4019912,0.6599873,0.41651654,0.8410475,0.42741045,0.7863878
1652878077943,0.71145016,0.3385285,0.26029733,0.34212637,0.23998874,0.34212637,0.24337354,0.37450725,0.2196802,0.37090936,0.2196802,0.41768175,0.29076016,0.4248775,0.2941449,0.40329024,0.43292004,0.40329024,0.42615053,0.35292,0.53446287,0.35651788,0.5209238,0.4140839,0.52430856,0.40688813,0.5209238,0.4140839,0.68677706,0.41048598,0.6766227,0.42847535,0.8593998,0.42847535,0.8153979
1652878078065,0.70153284,0.34805396,0.2800562,0.34429628,0.2588455,0.34429628,0.2623806,0.37060016,0.2376348,0.37060016,0.24116991,0.42696556,0.31187224,0.43072328,0.30833712,0.41945022,0.4497417,0.42696556,0.45327684,0.37060016,0.5381196,0.36308476,0.5381196,0.43072328,0.54165477,0.42696556,0.5239792,0.42696556,0.6971998,0.43072328,0.6865945,0.44951177,0.8704205,0.44575405,0.7855777
1652878078179,0.6488766,0.34663174,0.29115933,0.342993,0.27062,0.34663174,0.27062,0.3757418,0.24323419,0.37210307,0.24323419,0.41576818,0.31854507,0.4230457,0.3082754,0.41940695,0.44520435,0.4303232,0.44178113,0.37210307,0.54447776,0.3866581,0.54105455,0.42668447,0.5307849,0.43396196,0.5239384,0.42668447,0.6985228,0.44123948,0.68825316,0.4557945,0.87653035,0.45215577,0.8114891
1652878078298,0.66918343,0.35322317,0.29673088,0.35322317,0.27991197,0.34964758,0.27991197,0.38182774,0.2563655,0.37825215,0.25972933,0.4283102,0.3135498,0.4283102,0.3135498,0.4211591,0.44473717,0.4283102,0.44473717,0.38182774,0.54901433,0.38182774,0.54228675,0.43903694,0.5221041,0.44618803,0.508649,0.43546134,0.69702065,0.43903694,0.6902931,0.4676415,0.8652096,0.4569148,0.8248443
1652878078424,0.62762517,0.36862704,0.29761332,0.35788918,0.27404243,0.35788918,0.28077695,0.38294423,0.25720602,0.38294423,0.25383872,0.44021288,0.31108245,0.43663356,0.31108245,0.43663356,0.44914082,0.44737142,0.4424062,0.39726138,0.54005724,0.40084067,0.5434245,0.45453003,0.53668994,0.45095074,0.5299554,0.4581093,0.7016865,0.4581093,0.69495195,0.4795851,0.8700503,0.4795851,0.8363775
1652878078543,0.62313884,0.36405656,0.30080864,0.3568534,0.28386733,0.36405656,0.28386733,0.38206452,0.25676128,0.38566613,0.25337306,0.43608835,0.31436163,0.45049474,0.31436163,0.42888516,0.4498919,0.43608835,0.4498919,0.39647087,0.5379865,0.40367404,0.5345983,0.4649011,0.53121,0.4649011,0.5278218,0.4649011,0.70401114,0.4576979,0.67690504,0.4973154,0.8734239,0.48290902,0.78194094
1652878078678,0.6151105,0.36413017,0.3088835,0.3535707,0.29232684,0.36061034,0.29232684,0.3711698,0.25921354,0.3711698,0.2525909,0.40988785,0.31550613,0.46268514,0.3088835,0.41340765,0.45458198,0.46972477,0.42478,0.38172927,0.5539219,0.4732446,0.5141859,0.4732446,0.51749724,0.504923,0.51749724,0.46268514,0.69630903,0.46972477,0.6665071,0.5014032,0.86187553,0.4873239,0.7857149
1652878078784,0.70554703,0.3598815,0.3163922,0.34578732,0.30313292,0.35283437,0.30313292,0.3598815,0.26998463,0.36692855,0.27661428,0.40568745,0.31970704,0.48320526,0.30644774,0.409211,0.44898525,0.5325348,0.40257767,0.35635793,0.5517449,0.51491714,0.49207798,0.4726347,0.51528174,0.51491714,0.51196694,0.4761582,0.6942824,0.4655876,0.6611341,0.50787,0.84676445,0.50082296,0.77052337
1652878078919,0.7105058,0.36195242,0.32227418,0.34491086,0.30624205,0.3517275,0.30624205,0.35854414,0.27738416,0.3721774,0.27417773,0.39944392,0.3254806,0.4744269,0.30944845,0.39944392,0.45694426,0.53577656,0.4088478,0.3517275,0.55955,0.5221433,0.5082471,0.4778352,0.52107286,0.51873505,0.52107286,0.4744269,0.6910137,0.46761024,0.66215575,0.5016934,0.8385095,0.48124355,0.7743808
1652878079019,0.711214,0.3590541,0.32876816,0.35219285,0.31585854,0.35562345,0.3126311,0.3590541,0.2868118,0.37620717,0.280357,0.40708274,0.3223133,0.47226444,0.31585854,0.40708274,0.45463717,0.5340156,0.4352727,0.35562345,0.5450046,0.52372366,0.5224128,0.47226444,0.53532237,0.50314,0.53209496,0.46883383,0.6934655,0.4654032,0.6837833,0.5134318,0.8612908,0.48255625,0.7838329
1652878079168,0.6986994,0.36198214,0.3323899,0.3513892,0.3191026,0.35492018,0.3157808,0.35492018,0.3024935,0.376106,0.2892062,0.4008228,0.34235534,0.46438026,0.32574624,0.42200863,0.44865358,0.49262804,0.4386881,0.38316795,0.54830813,0.49968997,0.51841176,0.4820351,0.52505547,0.49968997,0.52505547,0.46791124,0.6944682,0.46084931,0.6778591,0.50675195,0.8672028,0.49968997,0.80408823
1652878079299,0.6077905,0.35904217,0.34504786,0.34853846,0.3318725,0.3520397,0.3318725,0.3625434,0.30222788,0.36954588,0.30222788,0.3975558,0.32528478,0.44307184,0.32199097,0.43606937,0.43068787,0.50259286,0.42080635,0.4185632,0.5295033,0.4955904,0.51962173,0.48508668,0.51962173,0.50259286,0.5163279,0.4780842,0.69419557,0.47108173,0.6744325,0.50959533,0.8588879,0.49909166,0.77983564
1652878079424,0.68169826,0.35913363,0.35513094,0.34866336,0.3354308,0.35215348,0.3354308,0.35913363,0.30588058,0.35913363,0.30916396,0.40799484,0.32229736,0.43242544,0.32558072,0.43940562,0.4273648,0.45685604,0.4339315,0.4254453,0.5160154,0.43242544,0.51929873,0.47779655,0.5094487,0.49175692,0.51273197,0.47779655,0.67033315,0.47081637,0.65719974,0.5092073,0.844351,0.495247,0.77868384
1652878079539,0.63730633,0.36335513,0.351922,0.34629497,0.33266243,0.34970704,0.33587238,0.35994312,0.30377308,0.36335513,0.30377308,0.39747545,0.31340286,0.42818376,0.31340286,0.43500784,0.41291058,0.48277634,0.42896023,0.42135975,0.50599843,0.4623041,0.50920844,0.46912816,0.50599843,0.48618832,0.50920844,0.47936425,0.67291474,0.45548004,0.6472353,0.5134846,0.83341104,0.48618832,0.75637275
